Run	actual_sex	SCiMS sample ID	SCiMS predicted sex	Total reads mapped	Reads mapped to X	Reads mapped to Y	Rx	Rx 95% CI	Ry	Ry 95% CI	Posterior probability of being male 	Posterior probability of being female 	Status
S432F10000_SRR064532	female	S432F10000_SRR064532	female	4397	181	1	0.8045	(0.804, 0.804)	0.0055	(-0.005, 0.016)	0.0001	0.9999	Success
S432F100000_SRR064532	female	S432F100000_SRR064532	female	43708	1900	12	0.8552	(0.855, 0.855)	0.0063	(0.003, 0.01)	0.0	1.0	Success
S432F1000000_SRR064532	female	S432F1000000_SRR064532	female	436869	18901	101	0.8512	(0.851, 0.851)	0.0053	(0.004, 0.006)	0.0	1.0	Success
S432M150_SRR346690	male	S432M150_SRR346690	male	80	2	1	0.5147	(0.515, 0.515)	0.3333	(-0.2, 0.867)	1.0	0.0	Success
S432M200_SRR346690	male	S432M200_SRR346690	male	99	1	2	0.2112	(0.211, 0.211)	0.6667	(0.133, 1.2)	1.0	0.0	Success
S432M250_SRR346690	male	S432M250_SRR346690	male	107	2	2	0.3286	(0.329, 0.329)	0.5	(0.01, 0.99)	1.0	0.0	Success
S432M300_SRR346690	male	S432M300_SRR346690	female	141	3	0	0.3982	(0.398, 0.398)	0.0	(0.0, 0.0)	0.0002	0.9998	Success
S432M350_SRR346690	male	S432M350_SRR346690	female	163	5	0	0.5749	(0.575, 0.575)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S432M400_SRR346690	male	S432M400_SRR346690	male	208	1	1	0.0942	(0.094, 0.094)	0.5	(-0.193, 1.193)	1.0	0.0	Success
S432M450_SRR346690	male	S432M450_SRR346690	uncertain	210	5	1	0.4702	(0.47, 0.47)	0.1667	(-0.132, 0.465)	0.3355	0.6645	Success
S432M1000_SRR346690	male	S432M1000_SRR346690	male	499	9	4	0.3453	(0.345, 0.345)	0.3077	(0.057, 0.559)	1.0	0.0	Success
S432M5000_SRR346690	male	S432M5000_SRR346690	male	2437	51	9	0.4067	(0.407, 0.407)	0.15	(0.06, 0.24)	0.9998	0.0002	Success
S432M10000_SRR346690	male	S432M10000_SRR346690	male	4840	91	19	0.3599	(0.36, 0.36)	0.1727	(0.102, 0.243)	1.0	0.0	Success
S432M100000_SRR346690	male	S432M100000_SRR346690	male	48952	1089	245	0.4288	(0.429, 0.429)	0.1837	(0.163, 0.204)	1.0	0.0	Success
S432M1000000_SRR346690	male	S432M1000000_SRR346690	male	489191	10604	2307	0.4176	(0.418, 0.418)	0.1787	(0.172, 0.185)	1.0	0.0	Success
S433F150_SRR064532	female	S433F150_SRR064532	female	60	5	0	1.722	(1.722, 1.722)	0.0	(0.0, 0.0)	0.0	1.0	Success
S433F200_SRR064532	female	S433F200_SRR064532	female	81	3	0	0.7099	(0.71, 0.71)	0.0	(0.0, 0.0)	0.0004	0.9996	Success
S433F250_SRR064532	female	S433F250_SRR064532	female	115	6	0	1.0044	(1.004, 1.004)	0.0	(0.0, 0.0)	0.0	1.0	Success
S433F300_SRR064532	female	S433F300_SRR064532	female	137	4	0	0.5818	(0.582, 0.582)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S433F350_SRR064532	female	S433F350_SRR064532	female	139	5	0	0.7138	(0.714, 0.714)	0.0	(0.0, 0.0)	0.0004	0.9996	Success
S433F400_SRR064532	female	S433F400_SRR064532	female	173	8	0	0.8852	(0.885, 0.885)	0.0	(0.0, 0.0)	0.0	1.0	Success
S433F450_SRR064532	female	S433F450_SRR064532	female	191	7	0	0.6995	(0.7, 0.7)	0.0	(0.0, 0.0)	0.0005	0.9995	Success
S433F1000_SRR064532	female	S433F1000_SRR064532	female	437	20	0	0.8629	(0.863, 0.863)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S433F5000_SRR064532	female	S433F5000_SRR064532	female	2153	75	1	0.6801	(0.68, 0.68)	0.0132	(-0.012, 0.039)	0.0089	0.9911	Success
S433F10000_SRR064532	female	S433F10000_SRR064532	female	4314	181	0	0.8286	(0.829, 0.829)	0.0	(0.0, 0.0)	0.0	1.0	Success
S433F100000_SRR064532	female	S433F100000_SRR064532	female	43554	1914	6	0.8648	(0.865, 0.865)	0.0031	(0.001, 0.006)	0.0	1.0	Success
S433F1000000_SRR064532	female	S433F1000000_SRR064532	female	436597	18602	85	0.8369	(0.837, 0.837)	0.0045	(0.004, 0.006)	0.0	1.0	Success
S433M150_SRR346690	male	S433M150_SRR346690	male	70	1	1	0.2557	(0.256, 0.256)	0.5	(-0.193, 1.193)	1.0	0.0	Success
S433M200_SRR346690	male	S433M200_SRR346690	male	97	4	3	0.9368	(0.937, 0.937)	0.4286	(0.062, 0.795)	1.0	0.0	Success
S433M250_SRR346690	male	S433M250_SRR346690	male	118	2	1	0.3705	(0.371, 0.371)	0.3333	(-0.2, 0.867)	1.0	0.0	Success
S433M300_SRR346690	male	S433M300_SRR346690	female	143	3	0	0.4097	(0.41, 0.41)	0.0	(0.0, 0.0)	0.0002	0.9998	Success
S433M350_SRR346690	male	S433M350_SRR346690	male	176	1	1	0.1033	(0.103, 0.103)	0.5	(-0.193, 1.193)	1.0	0.0	Success
S433M400_SRR346690	male	S433M400_SRR346690	female	207	5	0	0.4465	(0.446, 0.446)	0.0	(0.0, 0.0)	0.0003	0.9997	Success
S433M450_SRR346690	male	S433M450_SRR346690	female	224	11	1	1.0157	(1.016, 1.016)	0.0833	(-0.073, 0.24)	0.0	1.0	Success
S433M1000_SRR346690	male	S433M1000_SRR346690	male	475	10	5	0.4137	(0.414, 0.414)	0.3333	(0.095, 0.572)	1.0	0.0	Success
S433M5000_SRR346690	male	S433M5000_SRR346690	male	2451	48	15	0.3745	(0.374, 0.374)	0.2381	(0.133, 0.343)	1.0	0.0	Success
S433M10000_SRR346690	male	S433M10000_SRR346690	male	4882	121	29	0.4789	(0.479, 0.479)	0.1933	(0.13, 0.257)	1.0	0.0	Success
S433M100000_SRR346690	male	S433M100000_SRR346690	male	49050	1065	229	0.4185	(0.418, 0.418)	0.177	(0.156, 0.198)	1.0	0.0	Success
S433M1000000_SRR346690	male	S433M1000000_SRR346690	male	489262	10667	2232	0.4201	(0.42, 0.42)	0.173	(0.167, 0.18)	1.0	0.0	Success
S434F150_SRR064532	female	S434F150_SRR064532	female	67	4	0	1.1327	(1.133, 1.133)	0.0	(0.0, 0.0)	0.0	1.0	Success
S434F200_SRR064532	female	S434F200_SRR064532	female	86	5	0	1.0972	(1.097, 1.097)	0.0	(0.0, 0.0)	0.0	1.0	Success
S434F250_SRR064532	female	S434F250_SRR064532	female	115	6	0	0.9794	(0.979, 0.979)	0.0	(0.0, 0.0)	0.0	1.0	Success
S434F300_SRR064532	female	S434F300_SRR064532	female	133	2	0	0.3047	(0.305, 0.305)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S434F350_SRR064532	female	S434F350_SRR064532	female	158	2	0	0.2415	(0.242, 0.242)	0.0	(0.0, 0.0)	0.0	1.0	Success
S434F400_SRR064532	female	S434F400_SRR064532	female	171	11	0	1.2412	(1.241, 1.241)	0.0	(0.0, 0.0)	0.0	1.0	Success
S434F450_SRR064532	female	S434F450_SRR064532	female	205	14	0	1.4004	(1.4, 1.4)	0.0	(0.0, 0.0)	0.0	1.0	Success
S434F1000_SRR064532	female	S434F1000_SRR064532	female	427	11	0	0.4756	(0.476, 0.476)	0.0	(0.0, 0.0)	0.0004	0.9996	Success
S434F5000_SRR064532	female	S434F5000_SRR064532	female	2230	95	0	0.8294	(0.829, 0.829)	0.0	(0.0, 0.0)	0.0	1.0	Success
S434F10000_SRR064532	female	S434F10000_SRR064532	female	4452	180	0	0.7979	(0.798, 0.798)	0.0	(0.0, 0.0)	0.0002	0.9998	Success
S434F100000_SRR064532	female	S434F100000_SRR064532	female	43637	1875	16	0.8439	(0.844, 0.844)	0.0085	(0.004, 0.013)	0.0	1.0	Success
S434F1000000_SRR064532	female	S434F1000000_SRR064532	female	436300	18846	97	0.8488	(0.849, 0.849)	0.0051	(0.004, 0.006)	0.0	1.0	Success
S434M150_SRR346690	male	S434M150_SRR346690	female	78	1	0	0.2578	(0.258, 0.258)	0.0	(0.0, 0.0)	0.0	1.0	Success
S434M200_SRR346690	male	S434M200_SRR346690	female	97	3	0	0.5993	(0.599, 0.599)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S434M250_SRR346690	male	S434M250_SRR346690	male	128	1	2	0.145	(0.145, 0.145)	0.6667	(0.133, 1.2)	1.0	0.0	Success
S434M300_SRR346690	male	S434M300_SRR346690	male	138	2	1	0.278	(0.278, 0.278)	0.3333	(-0.2, 0.867)	1.0	0.0	Success
S434M350_SRR346690	male	S434M350_SRR346690	male	175	3	2	0.3335	(0.333, 0.333)	0.4	(-0.029, 0.829)	1.0	0.0	Success
S434M400_SRR346690	male	S434M400_SRR346690	uncertain	184	5	1	0.5049	(0.505, 0.505)	0.1667	(-0.132, 0.465)	0.3425	0.6575	Success
S434M450_SRR346690	male	S434M450_SRR346690	uncertain	233	6	1	0.4952	(0.495, 0.495)	0.1429	(-0.116, 0.402)	0.1057	0.8943	Success
S434M1000_SRR346690	male	S434M1000_SRR346690	female	490	9	0	0.3549	(0.355, 0.355)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S434M5000_SRR346690	male	S434M5000_SRR346690	male	2434	56	10	0.4383	(0.438, 0.438)	0.1515	(0.065, 0.238)	1.0	0.0	Success
S434M10000_SRR346690	male	S434M10000_SRR346690	male	4949	132	24	0.5172	(0.517, 0.517)	0.1538	(0.097, 0.21)	1.0	0.0	Success
S434M100000_SRR346690	male	S434M100000_SRR346690	male	48889	1114	216	0.4396	(0.44, 0.44)	0.1624	(0.143, 0.182)	1.0	0.0	Success
S434M1000000_SRR346690	male	S434M1000000_SRR346690	male	488797	10595	2283	0.4176	(0.418, 0.418)	0.1773	(0.171, 0.184)	1.0	0.0	Success
S435F150_SRR064532	female	S435F150_SRR064532	female	67	1	0	0.3002	(0.3, 0.3)	0.0	(0.0, 0.0)	0.0	1.0	Success
S435F200_SRR064532	female	S435F200_SRR064532	female	101	4	0	0.7491	(0.749, 0.749)	0.0	(0.0, 0.0)	0.0003	0.9997	Success
S435F250_SRR064532	female	S435F250_SRR064532	female	108	3	0	0.4963	(0.496, 0.496)	0.0	(0.0, 0.0)	0.0005	0.9995	Success
S435F300_SRR064532	female	S435F300_SRR064532	female	129	6	0	0.9404	(0.94, 0.94)	0.0	(0.0, 0.0)	0.0	1.0	Success
S435F350_SRR064532	female	S435F350_SRR064532	female	158	7	0	0.9072	(0.907, 0.907)	0.0	(0.0, 0.0)	0.0	1.0	Success
S435F400_SRR064532	female	S435F400_SRR064532	female	172	3	0	0.3399	(0.34, 0.34)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S435F450_SRR064532	female	S435F450_SRR064532	female	192	9	0	0.9795	(0.98, 0.98)	0.0	(0.0, 0.0)	0.0	1.0	Success
S435F1000_SRR064532	female	S435F1000_SRR064532	female	427	21	0	1.0155	(1.016, 1.016)	0.0	(0.0, 0.0)	0.0	1.0	Success
S435F5000_SRR064532	female	S435F5000_SRR064532	female	2235	82	0	0.7123	(0.712, 0.712)	0.0	(0.0, 0.0)	0.0053	0.9947	Success
S435F10000_SRR064532	female	S435F10000_SRR064532	female	4380	172	2	0.7677	(0.768, 0.768)	0.0115	(-0.004, 0.027)	0.0005	0.9995	Success
S435F100000_SRR064532	female	S435F100000_SRR064532	female	43746	1854	6	0.8348	(0.835, 0.835)	0.0032	(0.001, 0.006)	0.0	1.0	Success
S435F1000000_SRR064532	female	S435F1000000_SRR064532	female	437306	18923	79	0.8495	(0.849, 0.85)	0.0042	(0.003, 0.005)	0.0	1.0	Success
S435M150_SRR346690	male	S435M150_SRR346690	female	77	1	0	0.2403	(0.24, 0.24)	0.0	(0.0, 0.0)	0.0	1.0	Success
S435M200_SRR346690	male	S435M200_SRR346690	female	94	1	0	0.1973	(0.197, 0.197)	0.0	(0.0, 0.0)	0.0	1.0	Success
S435M250_SRR346690	male	S435M250_SRR346690	female	122	1	0	0.1544	(0.154, 0.154)	0.0	(0.0, 0.0)	0.0	1.0	Success
S435M300_SRR346690	male	S435M300_SRR346690	male	158	2	1	0.2442	(0.244, 0.244)	0.3333	(-0.2, 0.867)	1.0	0.0	Success
S435M350_SRR346690	male	S435M350_SRR346690	female	191	7	0	0.7321	(0.732, 0.732)	0.0	(0.0, 0.0)	0.0004	0.9996	Success
S435M400_SRR346690	male	S435M400_SRR346690	male	178	3	1	0.317	(0.317, 0.317)	0.25	(-0.174, 0.674)	0.9948	0.0052	Success
S435M450_SRR346690	male	S435M450_SRR346690	male	210	3	1	0.2559	(0.256, 0.256)	0.25	(-0.174, 0.674)	0.9903	0.0097	Success
S435M1000_SRR346690	male	S435M1000_SRR346690	female	515	9	1	0.3227	(0.323, 0.323)	0.1	(-0.086, 0.286)	0.0342	0.9658	Success
S435M5000_SRR346690	male	S435M5000_SRR346690	male	2478	48	14	0.3748	(0.375, 0.375)	0.2258	(0.122, 0.33)	1.0	0.0	Success
S435M10000_SRR346690	male	S435M10000_SRR346690	male	4938	112	30	0.4384	(0.438, 0.438)	0.2113	(0.144, 0.278)	1.0	0.0	Success
S435M100000_SRR346690	male	S435M100000_SRR346690	male	49086	1060	217	0.4168	(0.417, 0.417)	0.1699	(0.149, 0.191)	1.0	0.0	Success
S435M1000000_SRR346690	male	S435M1000000_SRR346690	male	489051	10657	2323	0.4199	(0.42, 0.42)	0.179	(0.172, 0.186)	1.0	0.0	Success
S436F150_SRR064532	female	S436F150_SRR064532	female	70	3	0	0.9067	(0.907, 0.907)	0.0	(0.0, 0.0)	0.0	1.0	Success
S436F200_SRR064532	female	S436F200_SRR064532	female	95	6	0	1.2268	(1.227, 1.227)	0.0	(0.0, 0.0)	0.0	1.0	Success
S436F250_SRR064532	female	S436F250_SRR064532	female	114	6	0	0.9632	(0.963, 0.963)	0.0	(0.0, 0.0)	0.0	1.0	Success
S436F300_SRR064532	female	S436F300_SRR064532	female	132	4	0	0.598	(0.598, 0.598)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S436F350_SRR064532	female	S436F350_SRR064532	female	145	7	0	0.9473	(0.947, 0.947)	0.0	(0.0, 0.0)	0.0	1.0	Success
S436F400_SRR064532	female	S436F400_SRR064532	female	192	10	0	1.0566	(1.057, 1.057)	0.0	(0.0, 0.0)	0.0	1.0	Success
S436F450_SRR064532	female	S436F450_SRR064532	female	194	3	0	0.2838	(0.284, 0.284)	0.0	(0.0, 0.0)	0.0	1.0	Success
S436F1000_SRR064532	female	S436F1000_SRR064532	female	443	19	0	0.8212	(0.821, 0.821)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S436F5000_SRR064532	female	S436F5000_SRR064532	female	2196	112	1	1.0106	(1.011, 1.011)	0.0088	(-0.008, 0.026)	0.0	1.0	Success
S436F10000_SRR064532	female	S436F10000_SRR064532	female	4370	198	2	0.8892	(0.889, 0.889)	0.01	(-0.004, 0.024)	0.0	1.0	Success
S436F100000_SRR064532	female	S436F100000_SRR064532	female	43603	1823	8	0.8192	(0.819, 0.819)	0.0044	(0.001, 0.007)	0.0	1.0	Success
S436F1000000_SRR064532	female	S436F1000000_SRR064532	female	437319	18740	89	0.8432	(0.843, 0.843)	0.0047	(0.004, 0.006)	0.0	1.0	Success
S436M150_SRR346690	male	S436M150_SRR346690	male	76	2	1	0.5209	(0.521, 0.521)	0.3333	(-0.2, 0.867)	1.0	0.0	Success
S436M200_SRR346690	male	S436M200_SRR346690	female	97	3	0	0.6153	(0.615, 0.615)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S436M250_SRR346690	male	S436M250_SRR346690	female	121	4	0	0.6672	(0.667, 0.667)	0.0	(0.0, 0.0)	0.0005	0.9995	Success
S436M300_SRR346690	male	S436M300_SRR346690	female	136	6	0	0.8991	(0.899, 0.899)	0.0	(0.0, 0.0)	0.0	1.0	Success
S436M350_SRR346690	male	S436M350_SRR346690	uncertain	178	4	1	0.4189	(0.419, 0.419)	0.2	(-0.151, 0.551)	0.8272	0.1728	Success
S436M400_SRR346690	male	S436M400_SRR346690	male	173	2	4	0.2277	(0.228, 0.228)	0.6667	(0.289, 1.044)	1.0	0.0	Success
S436M450_SRR346690	male	S436M450_SRR346690	male	213	3	1	0.2682	(0.268, 0.268)	0.25	(-0.174, 0.674)	0.9916	0.0084	Success
S436M1000_SRR346690	male	S436M1000_SRR346690	male	506	13	8	0.4872	(0.487, 0.487)	0.381	(0.173, 0.589)	1.0	0.0	Success
S436M5000_SRR346690	male	S436M5000_SRR346690	male	2503	49	12	0.3752	(0.375, 0.375)	0.1967	(0.097, 0.296)	1.0	0.0	Success
S436M10000_SRR346690	male	S436M10000_SRR346690	male	4848	109	18	0.4334	(0.433, 0.433)	0.1417	(0.081, 0.202)	0.9995	0.0005	Success
S436M100000_SRR346690	male	S436M100000_SRR346690	male	48695	1063	211	0.4207	(0.421, 0.421)	0.1656	(0.145, 0.186)	1.0	0.0	Success
S436M1000000_SRR346690	male	S436M1000000_SRR346690	male	489125	10548	2259	0.4157	(0.416, 0.416)	0.1764	(0.17, 0.183)	1.0	0.0	Success
S437F150_SRR064532	female	S437F150_SRR064532	female	70	4	0	1.1806	(1.181, 1.181)	0.0	(0.0, 0.0)	0.0	1.0	Success
S437F200_SRR064532	female	S437F200_SRR064532	female	77	2	0	0.4841	(0.484, 0.484)	0.0	(0.0, 0.0)	0.0004	0.9996	Success
S437F250_SRR064532	female	S437F250_SRR064532	female	112	6	0	1.0702	(1.07, 1.07)	0.0	(0.0, 0.0)	0.0	1.0	Success
S437F300_SRR064532	female	S437F300_SRR064532	female	123	9	0	1.4054	(1.405, 1.405)	0.0	(0.0, 0.0)	0.0	1.0	Success
S437F350_SRR064532	female	S437F350_SRR064532	female	138	3	0	0.4173	(0.417, 0.417)	0.0	(0.0, 0.0)	0.0002	0.9998	Success
S437F400_SRR064532	female	S437F400_SRR064532	female	159	7	0	0.8724	(0.872, 0.872)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S437F450_SRR064532	female	S437F450_SRR064532	female	193	11	0	1.1222	(1.122, 1.122)	0.0	(0.0, 0.0)	0.0	1.0	Success
S437F1000_SRR064532	female	S437F1000_SRR064532	female	449	21	0	0.8901	(0.89, 0.89)	0.0	(0.0, 0.0)	0.0	1.0	Success
S437F5000_SRR064532	female	S437F5000_SRR064532	female	2152	89	0	0.8127	(0.813, 0.813)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S437F10000_SRR064532	female	S437F10000_SRR064532	female	4399	185	2	0.8258	(0.826, 0.826)	0.0107	(-0.004, 0.025)	0.0	1.0	Success
S437F100000_SRR064532	female	S437F100000_SRR064532	female	43625	1898	8	0.8578	(0.858, 0.858)	0.0042	(0.001, 0.007)	0.0	1.0	Success
S437F1000000_SRR064532	female	S437F1000000_SRR064532	female	437626	18776	84	0.8428	(0.843, 0.843)	0.0045	(0.004, 0.005)	0.0	1.0	Success
S437M150_SRR346690	male	S437M150_SRR346690	female	82	4	0	1.0265	(1.027, 1.027)	0.0	(0.0, 0.0)	0.0	1.0	Success
S437M200_SRR346690	male	S437M200_SRR346690	uncertain	92	0	0	0.0	(-0.0, 0.0)		(nan, nan)			Success
S437M250_SRR346690	male	S437M250_SRR346690	female	101	2	0	0.367	(0.367, 0.367)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S437M300_SRR346690	male	S437M300_SRR346690	female	153	7	1	0.8785	(0.879, 0.879)	0.125	(-0.104, 0.354)	0.001	0.999	Success
S437M350_SRR346690	male	S437M350_SRR346690	female	176	3	0	0.3256	(0.326, 0.326)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S437M400_SRR346690	male	S437M400_SRR346690	male	212	2	1	0.1699	(0.17, 0.17)	0.3333	(-0.2, 0.867)	1.0	0.0	Success
S437M450_SRR346690	male	S437M450_SRR346690	female	221	7	1	0.575	(0.575, 0.575)	0.125	(-0.104, 0.354)	0.0396	0.9604	Success
S437M1000_SRR346690	male	S437M1000_SRR346690	male	493	12	5	0.457	(0.457, 0.457)	0.2941	(0.078, 0.511)	1.0	0.0	Success
S437M5000_SRR346690	male	S437M5000_SRR346690	uncertain	2377	44	6	0.3572	(0.357, 0.357)	0.12	(0.03, 0.21)	0.2181	0.7819	Success
S437M10000_SRR346690	male	S437M10000_SRR346690	male	4897	102	17	0.3953	(0.395, 0.395)	0.1429	(0.08, 0.206)	0.9979	0.0021	Success
S437M100000_SRR346690	male	S437M100000_SRR346690	male	48846	1091	241	0.4313	(0.431, 0.431)	0.1809	(0.16, 0.202)	1.0	0.0	Success
S437M1000000_SRR346690	male	S437M1000000_SRR346690	male	488749	10568	2318	0.4166	(0.417, 0.417)	0.1799	(0.173, 0.187)	1.0	0.0	Success
S438F150_SRR064532	female	S438F150_SRR064532	female	73	2	0	0.5133	(0.513, 0.513)	0.0	(0.0, 0.0)	0.0005	0.9995	Success
S438F200_SRR064532	female	S438F200_SRR064532	female	100	4	0	0.7423	(0.742, 0.742)	0.0	(0.0, 0.0)	0.0003	0.9997	Success
S438F250_SRR064532	female	S438F250_SRR064532	female	116	6	0	1.1142	(1.114, 1.114)	0.0	(0.0, 0.0)	0.0	1.0	Success
S438F300_SRR064532	female	S438F300_SRR064532	female	123	8	0	1.4161	(1.416, 1.416)	0.0	(0.0, 0.0)	0.0	1.0	Success
S438F350_SRR064532	female	S438F350_SRR064532	female	144	10	0	1.3818	(1.382, 1.382)	0.0	(0.0, 0.0)	0.0	1.0	Success
S438F400_SRR064532	female	S438F400_SRR064532	female	187	4	0	0.405	(0.405, 0.405)	0.0	(0.0, 0.0)	0.0002	0.9998	Success
S438F450_SRR064532	female	S438F450_SRR064532	female	188	5	0	0.5285	(0.528, 0.528)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S438F1000_SRR064532	female	S438F1000_SRR064532	female	445	19	0	0.8441	(0.844, 0.844)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S438F5000_SRR064532	female	S438F5000_SRR064532	female	2232	113	2	1.0148	(1.015, 1.015)	0.0174	(-0.007, 0.041)	0.0	1.0	Success
S438F10000_SRR064532	female	S438F10000_SRR064532	female	4402	174	2	0.779	(0.779, 0.779)	0.0114	(-0.004, 0.027)	0.0003	0.9997	Success
S438F100000_SRR064532	female	S438F100000_SRR064532	female	43665	1860	16	0.8346	(0.835, 0.835)	0.0085	(0.004, 0.013)	0.0	1.0	Success
S438F1000000_SRR064532	female	S438F1000000_SRR064532	female	437030	18761	95	0.8439	(0.844, 0.844)	0.005	(0.004, 0.006)	0.0	1.0	Success
S438M150_SRR346690	male	S438M150_SRR346690	female	78	1	0	0.2484	(0.248, 0.248)	0.0	(0.0, 0.0)	0.0	1.0	Success
S438M200_SRR346690	male	S438M200_SRR346690	female	87	4	0	0.9417	(0.942, 0.942)	0.0	(0.0, 0.0)	0.0	1.0	Success
S438M250_SRR346690	male	S438M250_SRR346690	male	110	3	2	0.5027	(0.503, 0.503)	0.4	(-0.029, 0.829)	1.0	0.0	Success
S438M300_SRR346690	male	S438M300_SRR346690	male	126	3	1	0.4843	(0.484, 0.484)	0.25	(-0.174, 0.674)	0.997	0.003	Success
S438M350_SRR346690	male	S438M350_SRR346690	male	176	3	2	0.3223	(0.322, 0.322)	0.4	(-0.029, 0.829)	1.0	0.0	Success
S438M400_SRR346690	male	S438M400_SRR346690	uncertain	191	4	1	0.3973	(0.397, 0.397)	0.2	(-0.151, 0.551)	0.8126	0.1874	Success
S438M450_SRR346690	male	S438M450_SRR346690	female	225	5	0	0.428	(0.428, 0.428)	0.0	(0.0, 0.0)	0.0003	0.9997	Success
S438M1000_SRR346690	male	S438M1000_SRR346690	female	453	7	1	0.2906	(0.291, 0.291)	0.125	(-0.104, 0.354)	0.0083	0.9917	Success
S438M5000_SRR346690	male	S438M5000_SRR346690	male	2445	49	8	0.3883	(0.388, 0.388)	0.1404	(0.05, 0.231)	0.9946	0.0054	Success
S438M10000_SRR346690	male	S438M10000_SRR346690	male	4750	88	20	0.3534	(0.353, 0.353)	0.1852	(0.112, 0.258)	1.0	0.0	Success
S438M100000_SRR346690	male	S438M100000_SRR346690	male	48983	1165	229	0.4597	(0.46, 0.46)	0.1643	(0.145, 0.184)	1.0	0.0	Success
S438M1000000_SRR346690	male	S438M1000000_SRR346690	male	489149	10811	2298	0.4262	(0.426, 0.426)	0.1753	(0.169, 0.182)	1.0	0.0	Success
S439F150_SRR064532	female	S439F150_SRR064532	female	58	1	0	0.3416	(0.342, 0.342)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S439F200_SRR064532	female	S439F200_SRR064532	uncertain	80	0	0	0.0	(-0.0, 0.0)		(nan, nan)			Success
S439F250_SRR064532	female	S439F250_SRR064532	female	108	7	0	1.4138	(1.414, 1.414)	0.0	(0.0, 0.0)	0.0	1.0	Success
S439F300_SRR064532	female	S439F300_SRR064532	female	133	6	0	0.9289	(0.929, 0.929)	0.0	(0.0, 0.0)	0.0	1.0	Success
S439F350_SRR064532	female	S439F350_SRR064532	female	144	6	0	0.7929	(0.793, 0.793)	0.0	(0.0, 0.0)	0.0002	0.9998	Success
